,tradingtime,close,low,high,avgprice,volatility,vol_rate,same_percentage
27,1641019500000,3717.71,3715.86,3728.34,3722.1,-0.0029061667674692205,0.0033585764802764413,-0.864
28,1641020400000,3713.3,3705.52,3713.79,3709.66,-0.0011869182029696187,0.002231805522571726,-0.5315
29,1641021300000,3713.66,3707.43,3715.88,3711.66,9.694410641285505e-05,0.002279206889948097,0.0425
30,1641022200000,3710.37,3704.62,3711.21,3707.92,-0.0008863111316550982,0.001778859910058291,-0.498
31,1641023100000,3717.57,3717.25,3724.93,3721.09,0.0019386269288563665,0.0020660434460958604,0.9392
32,1641024000000,3715.43,3708.6,3718.37,3713.48,-0.0005758105903748162,0.00263441730032896,-0.2185
33,1641024900000,3722.23,3715.94,3725.4,3720.67,0.001828532601562338,0.0025457892215697874,0.7189
34,1641025800000,3720.01,3718.94,3723.76,3721.35,-0.0005965945913719642,0.0012960682344969705,-0.4602
35,1641026700000,3729.23,3721.41,3733.84,3727.62,0.0024754215753887664,0.003340131831752022,0.742
36,1641027600000,3717.91,3716.06,3725.66,3720.86,-0.0030400955852734114,0.0025833813232294177,-1.175
37,1641028500000,3723.15,3721.47,3729.93,3725.7,0.0014084017239935902,0.002273295230110692,0.62
38,1641029400000,3722.16,3721.45,3726.91,3724.18,-0.00026593923042418784,0.0014671700546829963,-0.1812
39,1641030300000,3718.42,3711.03,3720.15,3715.59,-0.0010052980587474973,0.002457538742613207,-0.4089
40,1641031200000,3727.54,3717.97,3731.88,3724.92,0.0024496517737411095,0.0037412889291737993,0.6556
41,1641032100000,3714.91,3712.98,3719.9,3716.44,-0.003394046886261601,0.0018637320965908981,-1.818
42,1641033000000,3676.92,3673.46,3691.23,3682.34,-0.010279006550462374,0.0048374012511365255,-2.114
43,1641033900000,3694.16,3690.43,3707.86,3699.14,0.004677749104927795,0.0047230268559491145,0.9927
44,1641034800000,3699.36,3691.02,3700.78,3695.9,0.0014066373952884039,0.0026442555174451014,0.5323
45,1641035700000,3711.32,3701.06,3712.19,3706.62,0.0032277767718515704,0.003007246572603554,1.0751
46,1641036600000,3704.0,3701.54,3708.13,3704.84,-0.001974291703574515,0.0017803400746716626,-1.1078
47,1641037500000,3705.71,3704.34,3709.0,3706.67,0.00046155653334818545,0.0012579838783696568,0.367
48,1641038400000,3697.3,3693.37,3700.0,3696.68,-0.0022720497791705535,0.0017951085323160444,-1.2643
49,1641039300000,3704.62,3702.1,3708.87,3705.48,0.0019778658473183076,0.0018286918235595965,1.0826
50,1641040200000,3710.64,3700.75,3715.37,3708.06,0.0016236790948828044,0.00395055056407482,0.4113
51,1641041100000,3709.88,3705.66,3710.0,3707.83,-0.0002048373975563139,0.0011711813819940701,-0.1749
52,1641042000000,3714.0,3713.37,3724.93,3719.15,0.0011099318477586103,0.0031130751850744595,0.3567
53,1641042900000,3718.51,3715.78,3721.5,3718.64,0.0012135874835083331,0.0015393806953048349,0.7888
54,1641043800000,3710.87,3708.15,3716.62,3712.38,-0.002056699938113125,0.0022841578684788372,-0.8995
55,1641044700000,3712.23,3711.66,3719.77,3715.72,0.0003664237354249831,0.0021850061697461856,0.1677
56,1641045600000,3710.14,3708.53,3712.46,3710.5,-0.0005631624549132776,0.0010597190800667208,-0.5313
57,1641046500000,3706.72,3706.0,3713.68,3709.84,-0.000922223216399164,0.002072315164597905,-0.4448
58,1641047400000,3696.43,3695.75,3711.84,3703.8,-0.0027798995364467986,0.004353649462220157,-0.6376
59,1641048300000,3700.03,3700.0,3705.77,3702.88,0.0009734387218412415,0.0015594594594594544,0.6245
60,1641049200000,3705.54,3693.22,3705.81,3699.52,0.0014880693901361945,0.003408949372092685,0.4368
61,1641050100000,3707.37,3703.96,3709.81,3706.88,0.0004937332402997304,0.0015793907061631089,0.3127
62,1641051000000,3737.76,3712.09,3742.73,3727.41,0.008163771158796336,0.008254110218232821,0.9931
63,1641051900000,3722.87,3720.47,3742.3,3731.38,-0.003991625310538888,0.005867538241136304,-0.6789
64,1641052800000,3726.01,3718.71,3733.79,3726.25,0.0008430798149489903,0.004055169669051882,0.208
65,1641053700000,3733.57,3730.49,3737.03,3733.76,0.0020269244617809688,0.0017531209036883678,1.1574
66,1641054600000,3744.6,3739.68,3747.35,3743.52,0.0029499217050754705,0.0020509776237539238,1.4404
67,1641055500000,3733.0,3731.5,3744.57,3738.04,-0.003102602253468409,0.003502612890258653,-0.8844
68,1641056400000,3734.03,3727.61,3735.0,3731.3,0.00027587943440231607,0.00198250353443624,0.1392
69,1641057300000,3730.79,3727.84,3732.61,3730.23,-0.0008680718901348567,0.0012795613545645687,-0.6781
70,1641058200000,3741.67,3735.0,3744.0,3739.5,0.00291202835169413,0.0024096385542168677,1.2103
71,1641059100000,3753.58,3750.0,3764.98,3757.49,0.0031780154161720046,0.0039946666666666715,0.7968
72,1641060000000,3752.66,3752.02,3766.0,3759.01,-0.000245129386911892,0.0037259929318074047,-0.0658
73,1641060900000,3747.3,3745.66,3757.97,3751.81,-0.0014293411998322228,0.003286470208187595,-0.4346
74,1641061800000,3744.61,3741.0,3752.3,3746.65,-0.0007181079632825558,0.0030205827318899175,-0.2377
75,1641062700000,3750.48,3741.55,3753.47,3747.51,0.0015663590964647897,0.0031858454383877316,0.492
76,1641063600000,3755.0,3751.3,3756.5,3753.9,0.0012044534250797141,0.0013861861221442747,0.8694
77,1641064500000,3745.19,3742.51,3749.84,3746.18,-0.002615935221440415,0.0019585786009923625,-1.3339
78,1641065400000,3743.95,3741.51,3746.18,3743.84,-0.00033114616934166595,0.0012481591656843408,-0.2653
79,1641066300000,3739.35,3736.59,3740.68,3738.64,-0.0012294042947318148,0.0010945808879217925,-1.1225
80,1641067200000,3744.49,3742.45,3749.83,3746.14,0.0013736265896119398,0.001971970233403281,0.6971
81,1641068100000,3745.98,3740.35,3746.93,3743.64,0.0003978388591510779,0.0017591936583474614,0.2262
82,1641069000000,3767.51,3750.87,3768.99,3759.93,0.005731040815670324,0.004830879236017215,1.1897
83,1641069900000,3759.8,3759.79,3766.55,3763.17,-0.0020485412972933766,0.0017979727591169237,-1.1382
84,1641070800000,3764.98,3761.01,3765.89,3763.45,0.001376784655030417,0.0012975238034463228,1.0618
85,1641071700000,3768.16,3767.88,3776.0,3771.94,0.0008442695048518335,0.0021550580167096324,0.3919
86,1641072600000,3763.74,3760.08,3766.83,3763.46,-0.0011736747719390268,0.0017951745707538139,-0.6534
87,1641073500000,3753.04,3751.12,3765.7,3758.41,-0.0028469656494263264,0.003886839130712941,-0.7314
88,1641074400000,3746.02,3740.45,3750.63,3745.54,-0.0018722352002997211,0.002721597668729776,-0.6873
89,1641075300000,3743.96,3741.95,3744.68,3743.31,-0.0005500682383509685,0.0007295661353037904,-0.7538
90,1641076200000,3755.0,3754.55,3755.76,3755.16,0.002944410418507959,0.000322275638891488,9.1498
91,1641077100000,3760.83,3759.5,3764.15,3761.82,0.0015513925060340655,0.0012368666046017,1.2553
92,1641078000000,3750.86,3745.79,3758.81,3752.3,-0.0026545306993482763,0.0034759022796259217,-0.7627
93,1641078900000,3751.81,3747.07,3753.45,3750.26,0.0002532431801150494,0.0017026636812228365,0.1488
94,1641079800000,3757.81,3750.12,3758.49,3754.3,0.0015979507023586974,0.0022319285782854657,0.7165
95,1641080700000,3762.97,3758.22,3764.15,3761.18,0.0013721983117864407,0.0015778746321397606,0.8702
96,1641081600000,3768.69,3762.56,3770.0,3766.28,0.0015189217515738538,0.001977377104949836,0.7687
97,1641082500000,3753.45,3753.31,3758.41,3755.86,-0.004052043926914555,0.0013588006319754855,-2.976
98,1641083400000,3767.24,3760.68,3769.6,3765.14,0.0036672208147323065,0.002371911462820573,1.5489
99,1641084300000,3766.04,3758.67,3767.0,3762.84,-0.00031858632896946315,0.002216209457068571,-0.1437
100,1641085200000,3758.51,3755.17,3763.66,3759.42,-0.0020014492597268106,0.002260882995976156,-0.8844
101,1641086100000,3751.1,3749.15,3754.42,3751.78,-0.0019734719658971987,0.001405651947774824,-1.4026
102,1641087000000,3751.55,3751.29,3756.8,3754.04,0.00011995761511986549,0.0014688280564819618,0.0817
103,1641087900000,3746.5,3746.23,3750.13,3748.18,-0.0013470170947335613,0.0010410465988473989,-1.293
104,1641088800000,3748.17,3743.86,3749.11,3746.48,0.0004456500493388062,0.0014022960260266142,0.3179
105,1641089700000,3749.98,3747.18,3751.64,3749.41,0.0004827857631965669,0.0011902283850789225,0.4057
106,1641090600000,3745.34,3743.23,3746.0,3744.62,-0.0012381060695804676,0.0007400026180597991,-1.6721
107,1641091500000,3746.89,3745.19,3749.31,3747.25,0.00041376199665860445,0.0011000776996627382,0.3762
108,1641092400000,3749.84,3745.26,3750.0,3747.63,0.0007870098435625914,0.0012655997180435487,0.6221
109,1641093300000,3746.0,3743.0,3749.09,3746.04,-0.0010245683835079663,0.001627037135987215,-0.6294
110,1641094200000,3760.4,3751.67,3760.41,3756.04,0.003836730700361962,0.0023296292051272582,1.6501
111,1641095100000,3746.57,3746.23,3754.32,3750.28,-0.003684579969411288,0.0021595043550449774,-1.7031
112,1641096000000,3759.01,3756.5,3759.71,3758.1,0.0033148701076448953,0.0008545188340210399,3.8857
113,1641096900000,3751.14,3749.08,3757.8,3753.44,-0.0020958310768102425,0.00232590395510372,-0.9001
114,1641097800000,3755.11,3750.01,3755.5,3752.76,0.0010577852776480388,0.0014639960960103524,0.7229
115,1641098700000,3727.99,3721.33,3743.44,3732.38,-0.00724836464501656,0.005941424168240959,-1.2156
116,1641099600000,3728.31,3720.17,3731.75,3725.96,8.583345632460521e-05,0.003112760975976885,0.0276
117,1641100500000,3731.31,3723.09,3731.8,3727.44,0.0008043305588588467,0.002339454592824787,0.3439
118,1641101400000,3738.12,3729.52,3740.0,3734.76,0.001823432815324431,0.0028100130847937585,0.6495
119,1641102300000,3729.86,3729.18,3735.21,3732.2,-0.002212111807561442,0.0016169774588515975,-1.3665
120,1641103200000,3742.09,3740.65,3744.74,3742.7,0.00327357943286994,0.0010933928595296782,2.9989
121,1641104100000,3746.39,3741.84,3749.77,3745.8,0.0011484307823759552,0.00211927821606478,0.5422
122,1641105000000,3743.34,3740.13,3744.2,3742.16,-0.0008144486299493883,0.0010881974690718527,-0.7481
123,1641105900000,3747.4,3745.3,3749.98,3747.64,0.0010840051577185774,0.0012495661228739583,0.868
124,1641106800000,3738.94,3734.2,3738.95,3736.58,-0.002260117387463489,0.0012720261367896739,-1.7748
125,1641107700000,3741.7,3737.2,3744.6,3740.9,0.0007379048116834824,0.0019800920475222337,0.3728
126,1641108600000,3748.37,3741.89,3748.82,3745.36,0.0017810252142186898,0.0018520052700641363,0.9625
127,1641109500000,3741.36,3739.58,3744.07,3741.82,-0.0018718971303154743,0.001200669593911679,-1.5576
128,1641110400000,3740.33,3739.62,3748.64,3744.13,-0.00027533886234459577,0.002412009776394388,-0.1141
129,1641111300000,3739.07,3735.47,3739.72,3737.6,-0.00033692542501253294,0.0011377417031859446,-0.2961
130,1641112200000,3739.81,3739.81,3743.51,3741.66,0.00019789059388972374,0.0009893550741883338,0.2
131,1641113100000,3741.81,3740.18,3744.25,3742.22,0.0005346435792357691,0.0010881829216776101,0.4914
132,1641114000000,3744.05,3739.0,3744.45,3741.72,0.0005984616508606421,0.0014576089863599406,0.4107
133,1641114900000,3743.26,3741.03,3744.66,3742.84,-0.00021102371958191322,0.0009703210078506866,-0.2175
134,1641115800000,3757.02,3756.1,3761.28,3758.69,0.003669200466544284,0.0013790900135779909,2.6655
135,1641116700000,3756.02,3755.65,3761.13,3758.39,-0.00026620382851825244,0.001459134903412197,-0.1824
136,1641117600000,3753.22,3751.16,3755.18,3753.17,-0.0007457479398091446,0.0010716684972115244,-0.6956
137,1641118500000,3752.86,3751.44,3758.8,3755.12,-9.592223911162753e-05,0.001961913291962587,-0.0489
138,1641119400000,3750.59,3748.25,3752.39,3750.32,-0.00060505502648848,0.0011045154405388842,-0.5476
139,1641120300000,3745.29,3743.54,3746.53,3745.04,-0.0014141103868270453,0.0007987092431228827,-1.7692
140,1641121200000,3745.05,3741.02,3745.49,3743.26,-6.40825383312132e-05,0.0011948612945132076,-0.0536
141,1641122100000,3749.1,3746.19,3749.16,3747.68,0.0010808431628069096,0.0007928054903781708,1.3641
142,1641123000000,3752.67,3750.26,3756.98,3753.62,0.0009517754528594065,0.0017918757632803591,0.5314
143,1641123900000,3742.57,3741.76,3746.77,3744.27,-0.0026950454190262613,0.0013389421021123117,-2.0101
144,1641124800000,3734.6,3734.1,3744.88,3739.49,-0.0021318234087011976,0.0028869071529954208,-0.7377
145,1641125700000,3734.25,3733.39,3737.76,3735.58,-9.37225945777746e-05,0.0011705179474955324,-0.0801
146,1641126600000,3742.22,3740.39,3742.89,3741.64,0.0021320230052374054,0.0006683795005333669,3.1932
147,1641127500000,3757.06,3750.67,3759.83,3755.25,0.003957718439788045,0.0024422303215158505,1.6237
148,1641128400000,3750.14,3749.04,3754.87,3751.96,-0.0018435640345090324,0.0015550647632460383,-1.1844
149,1641129300000,3747.07,3743.34,3747.94,3745.64,-0.0008189713697737558,0.0012288491026729896,-0.6662
150,1641130200000,3751.49,3748.46,3754.44,3751.45,0.001178893150659562,0.001595321812157531,0.7394
151,1641131100000,3744.65,3744.09,3749.68,3746.88,-0.001824939741875319,0.0014930196656596638,-1.2212
152,1641132000000,3745.99,3743.19,3746.0,3744.6,0.00035777984639330594,0.0007506965983559332,0.4767
153,1641132900000,3756.65,3751.73,3757.43,3754.58,0.002841668312317055,0.0015192990966833482,1.873
154,1641133800000,3750.57,3745.94,3751.31,3748.62,-0.0016197743850121522,0.0014335520590292132,-1.129
155,1641134700000,3754.55,3752.03,3757.06,3754.54,0.0010606093901468887,0.0013406076177428605,0.7916
156,1641135600000,3753.94,3751.79,3756.21,3754.0,-0.00016248273656679107,0.0011781043182054628,-0.1379
157,1641136500000,3764.96,3764.1,3769.98,3767.04,0.0029312819403633887,0.0015621264047182884,1.8792
158,1641137400000,3760.23,3758.83,3763.9,3761.36,-0.0012571112816853489,0.00134882396916066,-0.9314
159,1641138300000,3781.33,3769.77,3790.38,3780.08,0.0055956738542532304,0.0054671770426312815,1.0264
160,1641139200000,3785.56,3778.08,3793.5,3785.79,0.0011180287913849065,0.0040814381908271065,0.2741
161,1641140100000,3785.84,3785.0,3793.97,3789.48,7.396254328871214e-05,0.002369881109643276,0.0312
162,1641141000000,3794.96,3785.1,3798.78,3791.94,0.00240607967491721,0.0036141713561069167,0.6665
163,1641141900000,3807.45,3796.42,3808.93,3802.68,0.0032858031170003455,0.00329520969755711,0.9988
164,1641142800000,3843.68,3838.62,3857.44,3848.03,0.00947056730015575,0.004902803611714669,1.9408
165,1641143700000,3813.34,3811.1,3821.2,3816.15,-0.007924795490985601,0.0026501534989897694,-2.9785
166,1641144600000,3822.13,3816.6,3826.8,3821.7,0.002302413311311643,0.0026725357648169244,0.8625
167,1641145500000,3823.58,3816.36,3833.33,3824.84,0.00037929767605192756,0.00444664549465978,0.0853
168,1641146400000,3823.71,3815.48,3825.0,3820.24,3.399897218831934e-05,0.002495098912849755,0.0136
169,1641147300000,3813.68,3811.0,3818.65,3814.82,-0.0026265532508439873,0.0020073471529782447,-1.3068
170,1641148200000,3778.53,3771.91,3794.39,3783.15,-0.009259557136756889,0.005959845277326346,-1.5465
171,1641149100000,3798.49,3782.88,3798.56,3790.72,0.005268574233821847,0.004144990060482975,1.2744
172,1641150000000,3801.41,3789.63,3802.63,3796.13,0.0007684312013802861,0.0034304140509759527,0.2241
173,1641150900000,3797.66,3795.75,3801.37,3798.56,-0.0009869629584685735,0.0014806033063294187,-0.6663
174,1641151800000,3786.99,3784.2,3794.0,3789.1,-0.0028135792788976776,0.0025897151313356015,-1.0849
175,1641152700000,3793.9,3790.97,3795.42,3793.2,0.001823005455479471,0.001173842050979109,1.5544
176,1641153600000,3800.97,3794.24,3802.25,3798.24,0.0018617835571093553,0.0021110947119845395,0.8827
177,1641154500000,3809.23,3806.25,3813.0,3809.62,0.002170771660034702,0.0017733990147783252,1.2254
178,1641155400000,3803.73,3802.23,3810.0,3806.12,-0.0014449047300617475,0.002043537608193082,-0.7065
179,1641156300000,3806.69,3800.0,3806.94,3803.47,0.000777880892055321,0.0018263157894736987,0.4261
180,1641157200000,3803.01,3803.0,3810.27,3806.64,-0.0009671866924770482,0.0019116486983959983,-0.5057
181,1641158100000,3812.74,3808.55,3816.6,3812.58,0.0025552323261928338,0.0021136653056936963,1.2105
182,1641159000000,3809.8,3808.27,3812.44,3810.36,-0.000771396449421708,0.001094985387065537,-0.7042
183,1641159900000,3815.31,3813.42,3821.77,3817.6,0.001445225304041494,0.002189635550240967,0.6605
184,1641160800000,3816.84,3810.21,3818.81,3814.51,0.00040093552157529526,0.002257093441043908,0.1777
185,1641161700000,3822.65,3818.52,3824.56,3821.54,0.0015210442372871561,0.001581764662748909,0.9623
186,1641162600000,3827.85,3824.83,3828.86,3826.84,0.0013593884846148214,0.0010536415997574272,1.2911
187,1641163500000,3822.01,3822.0,3829.0,3825.5,-0.0015268256241330164,0.0018315018315018315,-0.833
188,1641164400000,3821.02,3820.09,3832.54,3826.32,-0.00025905956290557834,0.003259085518927517,-0.0795
189,1641165300000,3832.16,3825.78,3832.93,3829.36,0.002911210207458313,0.00186889993674483,1.56
190,1641166200000,3831.19,3830.75,3838.88,3834.82,-0.0002531529957994921,0.00212229981074205,-0.1193
191,1641167100000,3836.08,3834.69,3840.02,3837.36,0.0012755519664798226,0.001389942863699524,0.9183
192,1641168000000,3823.16,3814.03,3828.79,3821.41,-0.003373706073840788,0.0038699223655817502,-0.8703
193,1641168900000,3813.39,3809.57,3816.77,3813.17,-0.002558748474247207,0.0018899770840278083,-1.3521
194,1641169800000,3807.18,3805.82,3816.13,3810.98,-0.0016297997064806844,0.0027090088338386853,-0.6011
195,1641170700000,3809.39,3809.0,3814.85,3811.92,0.0005803137270506586,0.0015358361774743788,0.378
196,1641171600000,3809.7,3803.79,3810.7,3807.24,8.137454739894385e-05,0.001816609223958172,0.0448
197,1641172500000,3807.75,3800.13,3809.4,3804.77,-0.0005119823674838934,0.002439390231386816,-0.2098
198,1641173400000,3803.58,3802.55,3805.71,3804.13,-0.0010957350206128856,0.00083102128834594,-1.3178
199,1641174300000,3798.0,3794.67,3798.61,3796.64,-0.001468116102769338,0.00103829845546518,-1.4129
200,1641175200000,3802.62,3801.55,3805.78,3803.66,0.001215690448672029,0.0011127040286199098,1.0932
201,1641176100000,3793.99,3786.53,3794.0,3790.27,-0.0022720670700604236,0.0019727824683812884,-1.1504
202,1641177000000,3795.84,3792.02,3796.7,3794.36,0.0004874944594642827,0.0012341707058506643,0.3951
203,1641177900000,3794.6,3792.22,3806.68,3799.45,-0.00032672678027390034,0.0038130699168297294,-0.0857
204,1641178800000,3803.17,3796.78,3805.43,3801.1,0.0022559260505486413,0.0022782463034465086,0.9913
205,1641179700000,3794.6,3792.27,3796.94,3794.6,-0.002255926050548701,0.0012314524018595915,-1.8299
206,1641180600000,3796.87,3796.2,3802.36,3799.28,0.0005980396596853383,0.0016226753068859148,0.3687
207,1641181500000,3780.38,3778.99,3783.93,3781.46,-0.004352509428267418,0.0013072275925578144,-3.3223
208,1641182400000,3787.14,3780.3,3788.18,3784.24,0.001786583133732503,0.002084490648890208,0.8578
209,1641183300000,3792.34,3790.61,3795.86,3793.24,0.0013721260075493862,0.0013850013586203802,0.9914
210,1641184200000,3791.97,3789.01,3792.8,3790.9,-9.756985152079702e-05,0.0010002612819707427,-0.0975
211,1641185100000,3796.02,3795.63,3799.53,3797.58,0.001067476468625643,0.0010274974114969297,1.0395
212,1641186000000,3798.17,3790.72,3798.29,3794.5,0.0005662223508873636,0.0019969821036637274,0.2836
213,1641186900000,3797.86,3792.41,3797.88,3795.14,-8.162158395164946e-05,0.0014423545977360714,-0.0566
214,1641187800000,3819.57,3806.83,3821.85,3814.34,0.0057001006328560476,0.003945539989965399,1.4488
215,1641188700000,3811.33,3810.43,3819.17,3814.8,-0.002159641248777428,0.002293704385069464,-0.9405
216,1641189600000,3810.37,3809.02,3813.86,3811.44,-0.00025191230436166057,0.0012706680458491018,-0.1982
217,1641190500000,3810.58,3807.81,3814.36,3811.08,5.5111239426314496e-05,0.0017201488519648254,0.032
218,1641191400000,3804.52,3803.03,3805.99,3804.51,-0.0015915749705771307,0.0007783267552450497,-2.0432
219,1641192300000,3806.61,3804.82,3810.31,3807.56,0.0005491957311284239,0.001442906628960051,0.3807
220,1641193200000,3800.66,3800.0,3803.75,3801.88,-0.0015642934228208582,0.000986842105263158,-1.5839
221,1641194100000,3799.86,3798.78,3802.83,3800.8,-0.00021051191312012541,0.0010661317580906837,-0.1974
222,1641195000000,3810.25,3806.31,3811.0,3808.66,0.002730579835432018,0.0012321644847634729,2.2191
223,1641195900000,3800.23,3798.33,3805.29,3801.81,-0.00263321256733588,0.0018323842320177649,-1.4352
224,1641196800000,3814.53,3808.48,3815.0,3811.74,0.0037558680274348876,0.0017119690795277859,2.198
225,1641197700000,3816.35,3813.65,3818.97,3816.31,0.0004770092137497834,0.0013949890524824534,0.342
226,1641198600000,3812.52,3811.96,3816.46,3814.21,-0.0010040806362611432,0.0011804950734005603,-0.8501
227,1641199500000,3809.03,3807.42,3810.24,3808.83,-0.0009158242729973566,0.0007406590289486605,-1.2359
228,1641200400000,3817.03,3807.39,3817.54,3812.46,0.0020980697593770427,0.0026658682194364357,0.7878
229,1641201300000,3793.56,3789.66,3809.5,3799.58,-0.006167741108604807,0.005235298153396385,-1.1745
230,1641202200000,3796.99,3793.39,3799.75,3796.57,0.0009037553888613296,0.0016766006131718931,0.5393
231,1641203100000,3806.09,3801.17,3807.9,3804.54,0.002393767879686689,0.0017705075016376584,1.3536
232,1641204000000,3813.16,3808.18,3818.32,3813.25,0.001855826237265686,0.0026626892636378344,0.6976
233,1641204900000,3822.16,3815.61,3824.54,3820.08,0.002357466135861827,0.002340385940911109,1.0085
234,1641205800000,3818.01,3812.5,3818.76,3815.63,-0.0010863633683928962,0.0016419672131148114,-0.6613
235,1641206700000,3827.39,3821.79,3830.7,3826.24,0.0024537642782279704,0.002331368285541554,1.0538
236,1641207600000,3836.6,3823.97,3838.74,3831.35,0.0024034489694048406,0.003862478000611925,0.623
237,1641208500000,3836.08,3834.67,3839.36,3837.02,-0.00013554585902086566,0.0012230517880287104,-0.1108
238,1641209400000,3835.29,3835.26,3840.84,3838.05,-0.00020596060489650676,0.0014549209180081473,-0.1415
239,1641210300000,3833.41,3829.25,3836.0,3832.62,-0.000490304755085611,0.0017627472742704185,-0.2781
240,1641211200000,3827.71,3827.4,3837.42,3832.41,-0.001488033355897107,0.0026179651983069398,-0.568
241,1641212100000,3837.38,3831.23,3838.01,3834.62,0.002523128920881337,0.0017696666605764206,1.4276
242,1641213000000,3826.78,3826.75,3833.03,3829.89,-0.0027661235565986184,0.0016410792447900176,-1.6832
243,1641213900000,3820.32,3820.04,3827.96,3824.0,-0.0016895297659709773,0.0020732767196155206,-0.8142
244,1641214800000,3822.33,3818.65,3825.99,3822.32,0.0005259955764931144,0.0019221452607596115,0.2737
245,1641215700000,3825.93,3820.03,3830.29,3825.16,0.000941390660324022,0.0026858427813393516,0.3507
246,1641216600000,3822.56,3821.49,3830.43,3825.96,-0.0008812197487557929,0.0023394016470015765,-0.3765
247,1641217500000,3824.34,3824.32,3828.64,3826.48,0.00046554813902355627,0.0011296125847208678,0.4122
248,1641218400000,3818.15,3814.47,3824.95,3819.71,-0.0016198912536545343,0.0027474328019357914,-0.5891
249,1641219300000,3822.37,3812.0,3822.38,3817.19,0.0011046369695025375,0.0027229800629591052,0.4059
250,1641220200000,3833.65,3822.14,3835.62,3828.88,0.0029467028983920906,0.003526820053687206,0.8367
251,1641221100000,3821.12,3813.14,3841.98,3827.56,-0.003273778621953811,0.007563320517998328,-0.4321
252,1641222000000,3808.15,3802.57,3811.09,3806.83,-0.003400066453256792,0.0022405899168194093,-1.5149
253,1641222900000,3809.58,3805.0,3813.12,3809.06,0.0003754399320524864,0.0021340341655715876,0.176
254,1641223800000,3804.46,3802.02,3811.57,3806.8,-0.0013448841276687323,0.002511822662689881,-0.5351
255,1641224700000,3801.7,3801.69,3809.24,3805.46,-0.000725727600033843,0.0019859588761839413,-0.3653
256,1641225600000,3790.0,3777.56,3795.0,3786.28,-0.003082316019640859,0.004616736729529129,-0.6666
257,1641226500000,3755.08,3751.22,3766.0,3758.61,-0.009256429178419345,0.003940051503244332,-2.3385
258,1641227400000,3752.4,3740.76,3756.0,3748.38,-0.0007139546462567837,0.00407403843069317,-0.1752
259,1641228300000,3746.67,3742.47,3750.05,3746.26,-0.0015281897929039468,0.0020254003372105543,-0.7539
260,1641229200000,3756.49,3742.43,3756.5,3749.46,0.002617565294337563,0.0037595893577168217,0.6971
